Date,Open,High,Low,Close,Adj Close,Volume
2016-01-01,37.150002,37.599998,33.662998,37.147499,37.147499,931224000
2016-02-01,37.522999,39.493500,33.153000,34.888500,34.888500,1287340000
2016-03-01,35.181000,37.894001,34.266998,37.247501,37.247501,834848000
2016-04-01,36.930000,38.494999,34.450001,34.650501,34.650501,843080000
2016-05-01,34.881500,36.986500,34.450500,36.785999,36.785999,699930000
2016-06-01,36.726501,36.860500,33.164200,34.605000,34.605000,787250000
2016-07-01,34.610001,38.927502,34.410751,38.439499,38.439499,598296000
2016-08-01,38.054501,39.487499,38.054501,38.352501,38.352501,527708000
2016-09-01,38.462502,39.492500,37.700001,38.864498,38.864498,551028000
2016-10-01,38.712502,40.834000,38.474998,39.227001,39.227001,679126000
2016-11-01,39.144501,39.781651,36.376999,37.902000,37.902000,852844000
2016-12-01,37.872002,40.219002,36.851250,38.591000,38.591000,641946000
2017-01-01,38.940498,42.097500,38.790001,39.839500,39.839500,664002000
2017-02-01,39.984001,41.672501,39.559502,41.160500,41.160500,513672000
2017-03-01,41.442501,42.674999,40.168499,41.478001,41.478001,676702000
2017-04-01,41.460999,45.842499,40.851002,45.298000,45.298000,504374000
2017-05-01,45.097000,48.963501,45.072498,48.243000,48.243000,643602000
2017-06-01,48.447498,49.412498,45.415501,45.436501,45.436501,871752000
2017-07-01,45.609001,49.310001,44.739498,46.525002,46.525002,733584000
2017-08-01,46.618999,47.098999,45.169998,46.966499,46.966499,559160000
2017-09-01,47.056499,47.989300,45.485001,47.955502,47.955502,561076000
2017-10-01,47.999001,52.419498,47.391998,50.832001,50.832001,635594000
2017-11-01,50.860500,53.118752,50.650501,51.070499,51.070499,485310000
2017-12-01,50.790001,53.924500,49.414001,52.320000,52.320000,563274000
2018-01-01,52.417000,59.344501,52.261501,58.497002,58.497002,574768000
2018-02-01,58.130501,58.700001,49.627998,55.236500,55.236500,847640000
2018-03-01,55.393501,58.852501,49.032001,51.589500,51.589500,907066000
2018-04-01,51.140999,54.708248,49.518501,50.866501,50.866501,834318000
2018-05-01,50.682999,55.537498,50.314499,54.249500,54.249500,636988000
2018-06-01,54.967499,59.314301,54.800499,55.782501,55.782501,641920000
2018-07-01,54.950001,63.694500,54.689999,60.862999,60.862999,638802000
2018-08-01,61.400002,62.825001,59.411999,60.909500,60.909500,576168000
2018-09-01,60.213501,60.649502,57.345501,59.673500,59.673500,577248000
2018-10-01,59.994499,60.498001,49.791500,53.838501,53.838501,969894000
2018-11-01,53.790001,54.778500,49.800999,54.721500,54.721500,734702000
2018-12-01,56.157001,56.232498,48.505501,51.780499,51.780499,805152000
2019-01-01,50.828499,55.866501,50.703499,55.818501,55.818501,614280000
2019-02-01,55.619999,57.349998,54.299999,55.995998,55.995998,578654000
2019-03-01,56.244999,61.589500,56.165001,58.665501,58.665501,632186000
2019-04-01,59.205002,64.463501,58.750000,59.424000,59.424000,557104000
2019-05-01,59.402500,59.542500,55.008999,55.181499,55.181499,666348000
2019-06-01,53.275002,56.205502,51.250000,54.045502,54.045502,681936000
2019-07-01,54.900002,63.277500,54.685150,60.834000,60.834000,658972000
2019-08-01,60.701500,61.705502,57.007000,59.404999,59.404999,577648000
2019-09-01,58.851501,62.415001,58.160000,60.950001,60.950001,537988000
2019-10-01,60.950001,64.965500,58.121498,63.005501,63.005501,575166000
2019-11-01,63.250000,66.776451,63.025002,65.248001,65.248001,498474000
2019-12-01,65.050003,68.250000,63.950001,66.850998,66.850998,547142000
