Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,1.200495,1.252992,1.191796,1.240957,1.240957,0
2018-02-01,1.241742,1.255808,1.218918,1.223032,1.223032,0
2018-03-01,1.219096,1.247816,1.215800,1.233198,1.233198,0
2018-04-01,1.233198,1.241500,1.205604,1.212283,1.212283,0
2018-05-01,1.208313,1.208459,1.151437,1.166725,1.166725,0
2018-06-01,1.169331,1.184161,1.151410,1.170494,1.170494,0
2018-07-01,1.170494,1.179078,1.157595,1.170741,1.170741,0
2018-08-01,1.168962,1.173300,1.130224,1.166466,1.166466,0
2018-09-01,1.162304,1.181502,1.152764,1.162304,1.162304,0
2018-10-01,1.160497,1.162129,1.131171,1.134636,1.134636,0
2018-11-01,1.131388,1.149994,1.122322,1.139277,1.139277,0
2018-12-01,1.131900,1.148488,1.127078,1.143995,1.143995,0
2019-01-01,1.149425,1.157140,1.130582,1.148765,1.148765,0
2019-02-01,1.145082,1.148844,1.123495,1.138019,1.138019,0
2019-03-01,1.137255,1.143995,1.118606,1.123305,1.123305,0
2019-04-01,1.122347,1.132503,1.112174,1.118518,1.118518,0
2019-05-01,1.121831,1.126342,1.110951,1.113115,1.113115,0
2019-06-01,1.119996,1.141396,1.116221,1.139095,1.139095,0
2019-07-01,1.136364,1.136751,1.110383,1.115797,1.115797,0
2019-08-01,1.107224,1.131299,1.098720,1.101200,1.101200,0
2019-09-01,1.101200,1.115822,1.088767,1.094271,1.094271,0
2019-10-01,1.089918,1.118068,1.088151,1.115449,1.115449,0
2019-11-01,1.115611,1.119445,1.098286,1.102000,1.102000,0
2019-12-01,1.101910,1.124101,1.100376,1.120230,1.120230,0
2020-01-01,1.122083,1.122838,1.099324,1.102913,1.102913,0
