Date,Open,High,Low,Close,Adj Close,Volume
03-10-2022,123.470001,126.779999,121.050003,125.120003,125.026657,54747800
04-10-2022,128.789993,132.199997,128.789993,131.669998,131.571762,58418200
05-10-2022,129.110001,133.210007,126.209999,132.089996,131.99144,50713100
06-10-2022,132.199997,136.559998,131.029999,131.300003,131.202057,64415700
07-10-2022,125.050003,126.699997,120.220001,120.760002,120.669907,67247800
10-10-2022,120.370003,121.239998,114.080002,116.699997,116.61293,69869900
11-10-2022,115.610001,118.459999,112.830002,115.860001,115.773567,66748200
12-10-2022,115.790001,117.349998,113.449997,115,114.9142,49259000
13-10-2022,109.709999,120.779999,108.129997,119.599998,119.510773,85010300
14-10-2022,120.57,121.110001,112.040001,112.269997,112.186241,71343200
17-10-2022,115.18,119.480003,115.169998,118.879997,118.791306,58077400
18-10-2022,123.440002,124.919998,116.18,119.669998,119.580727,65936200
19-10-2022,118.790001,123.5,118.339996,120.510002,120.420105,52313100
20-10-2022,121.129997,127.690002,121.050003,121.940002,121.849022,65239800
21-10-2022,120.980003,124.980003,118.870003,124.660004,124.567009,60949400
24-10-2022,125.080002,127.099998,120.639999,125.989998,125.896004,51745700
25-10-2022,126.940002,133,126.639999,132.610001,132.511078,50548200
26-10-2022,128.690002,133.880005,127.080002,128.960007,128.863815,53295300
27-10-2022,136.300003,138.380005,131.220001,131.759995,131.661697,58311300
28-10-2022,131.039993,138.5,130.610001,138.339996,138.236801,52104000
31-10-2022,137.779999,138.380005,132.970001,134.970001,134.869324,48634100
01-11-2022,138.110001,139.25,135.190002,135.429993,135.328964,43281700
02-11-2022,138.5,142.100006,132.110001,132.190002,132.091415,67262800
03-11-2022,130.429993,137.809998,129.559998,134.210007,134.109879,50006500
04-11-2022,139.860001,142.289993,136.970001,141.559998,141.454391,61257600
07-11-2022,142.279999,144.119995,139.539993,143.009995,142.903275,41006100
08-11-2022,148.009995,148.910004,142.160004,146.020004,145.911072,59529200
09-11-2022,141.619995,142.110001,137.589996,137.759995,137.657227,45441400
10-11-2022,148,157.729996,145.470001,157.5,157.382492,70081900
11-11-2022,158.070007,163.889999,154.820007,163.270004,163.148209,65548700
14-11-2022,162.179993,165.399994,159.220001,162.949997,162.82843,52785200
15-11-2022,167.220001,169.979996,163.820007,166.660004,166.535675,54587600
16-11-2022,161.619995,163.619995,158.729996,159.100006,158.981323,64954700
17-11-2022,157.149994,162.660004,155.350006,156.770004,156.653046,71089400
18-11-2022,159.660004,160.020004,151.199997,154.089996,153.975052,49207200
21-11-2022,151.470001,154.770004,150.800003,153.169998,153.055725,40473900
22-11-2022,153.279999,160.580002,151.220001,160.380005,160.260345,47286600
23-11-2022,160.979996,165.270004,160.479996,165.190002,165.066788,42724100
25-11-2022,163.179993,164.869995,161.720001,162.699997,162.578613,16793400
28-11-2022,160.259995,163.570007,157.25,158.270004,158.151917,30374100
29-11-2022,158.270004,159.320007,155.199997,156.389999,156.273315,29838400
30-11-2022,156.970001,169.300003,155.970001,169.229996,169.147003,56529800
01-12-2022,169.990005,172.649994,166.350006,171.350006,171.265976,47097700
02-12-2022,166.589996,169.330002,164.449997,168.759995,168.677231,37138900
05-12-2022,166.789993,169.949997,164.720001,166.100006,166.018555,35225500
06-12-2022,165.300003,165.729996,158.190002,159.869995,159.791595,35269400
